"id","title","summary","content"
"11","第03靈籤：魯班開山","[A1]求籤吉凶：中平靈籤","[A2-1]算命籤詩：
牛山之木皆常美 獨惜斧工盡伐他
大器大材無足用 規矩不准怎為搓
魯班，春秋時代魯國人，發明多種土木建筑工具，被尊崇為建筑行業的祖師爺。他曾訓令門徒，切勿亂砍亂伐木材，令這樣豊富的牛山，變成牛山濯濯，光禿禿，竟然無一合適的材料可用。
[A2-2]黃大仙算命解籤詩：
這靈籤的主要意思是說，本來有很好的條件，但是處理失當，不知不覺間，優勢盡失，等到急需人、財、物應用的時候，才發覺已經一無所有了。暗示要珍惜資源，慎防小人，摒棄惡習。轉載自算命眼
黃大仙算命解運勢：
名與利，依理求，蚕與婚，莫妄謀，病慎醫，免禍患
問家宅，德宜修，行未至，孕有憂，凡謀事，勿貪求
[A3]流年：上半年平平，宜未雨綢繆，否則下半年就會出現逆境。
[B]事業：宜守不宜攻，最忌一意孤行。
[C]財富：靈籤暗示正財運不算太差，忌賭博，不貪不謀。
[D]自身：好好修養自己，小心言行。
[E]家庭：孝順父母，在家中要營造和諧氣氛。
[F]姻緣：今年內不是結婚的好時機。提防異性小人。
[G]移居：遠行有阻滯。旅行或搬遷小心人財安全。
[H]名譽：不要逞強，不要出風頭。
[I]健康：病向淺中醫，養病如養虎，慎之。
[J]友誼：小心擇友，勿受小人唆擺作出壞的嘗試。
[K]風水：多不合剪裁。
[L]遺失：原物恐難得。
[M]自身：修養乃平安。
[N]天時：風雨不合時。
[P]出行：靈籤暗示防小人口舌。"
"12","第十二靈籤：太白撈月","[A1]求籤吉凶：下下靈籤","[A2-1]算命籤詩：
蜃樓海市幻無邊 萬丈擎空接上天
或被狂風忽吹散 有時仍聚結青煙
太白，即唐朝大詩人李白。李白失意於官場，以詩酒為友。為人俠義豪放。醉翁撈月的故事，就是他做主角，獨個兒縱酒大醉，一向有求仙思想的李太白，望著水中的明月倒影，飄飄欲仙，竟伸手去打撈水中月。
[A2-2]黃大仙算命解籤詩：
海中蜃蛤吐氣如樓，高接到天，一有風來，便吹散矣。雖散而復聚，如煙之浮，不能長久也，此乃一片虛浮景象。求得此靈籤者，當行善以為根本，則可堅穩長久，事事不被人吹散，此靈籤凶多吉少，要防小人口舌，宜在當天作福吉。轉載自算命眼
海市蜃樓的虛假幻象，有花籃打水一場空的預兆，凶多吉少，此為下下靈籤。當行善務實為本份，勿被假象所引誘。
黃大仙算命解運勢：
病者險，財亦空，蚕與畜，亦無功，問謀望，事無終
婚不合，名未通，行未至，孕有凶，問家宅，未興隆
[A3]流年：凶險較多，且有虛浮的假環境。
[B]事業：宜守，不宜輕舉妄動，更勿與人合資經營。
[C]財富：是財散，人安樂格局，花費的同時，多做點善事。
[D]自身：時好時壞，做人要有自己的宗旨。
[E]家庭：家宅要慎防小人及意外。
[F]姻緣：夫妻、情侶之間，疑雲重重，要以坦誠相對。
[G]移居：來來往往，浪費時間金錢，而到頭來一無所獲。
[H]名譽：默默工作，默默行善，勿戀浮名。
[I]健康：反反覆覆，年內要防大病，小病也要見醫生。
[J]友誼：貴人幫不到，小人常加害，小心。
[K]風水：靈籤暗示假局不能發。
[L]遺失：靈籤暗示強求亦不得。
[M]自身：積善免禍侵。
[N]天時：事事不如意。
[P]出行：結尾必不利。"
"13","第十三靈籤：孟浩然尋梅","[A1]求籤吉凶：中平靈籤","[A2-1]算命籤詩：
嶺南初放一枝梅 片片晶瑩入酒杯
卻遇騎驢人早至 如意背負占春魁
孟浩然，唐朝著名詩人。早年隱居鹿門山，游歷東南各地，生活隱逸，與多座名山的僧道友善，常有來往，久有修道之意。
在宴梅道士山房一詩中有「忽逢青鳥俠，邀入赤松家」一句，反映孟浩然對赤松子的尊崇。
[A2-2]黃大仙算命解籤詩：
這支靈籤，是孟浩然在嶺南尋梅的際遇。把梅花花瓣放入酒中而飲，人生極雅樂之事。路上遇有騎驢人先來一步，在其引領，得償所願。轉載自算命眼
遇有貴人帶引，則事事如意矣，此靈籤半吉半凶，該簽雖無大礙，但似有被人占以先手之象，則逢吉變凶矣，解籤者要細思。
黃大仙算命解運勢：
宅平常，財難求，蚕禾造，不用憂，病未癒，行有郵
養六畜，慎之始，名難成，婚不利，孕生男，最歡喜
[A3]流年：梅傲雪凌霜，冬天以及春初，運氣較佳。
[B]事業：如無貴人，難成事。但與人共事，要提防他捷足先登。
[C]財富：求財較難，且要與人分。並要小心財物損失。
[D]自身：家宅平安，一切如常，無大起大落。
[F]姻緣：避免第三者介入，結婚宜揀冬季。
[G]移居：靈籤暗示出門多遇貴人，往南方北方皆宜。
[H]名譽：苦樂自知，勿望揚名。
[I]健康：很可能會有小病或慢性病，特別是氣管、皮膚。
[J]友誼：朋友運很奇怪，一是很能幫你，一是很想謀你。
[K]風水：靈籤暗示平常無損害。
[L]遺失：尋之亦可得。
[M]自身：積善愈精神。
[N]天時：寒暑皆合意。
[P]出行：善者多扶持。"
"14","第十四靈籤：蘇東坡醉酒","[A1]求籤吉凶：中吉靈籤","[A2-1]算命籤詩：
為愛幽閒多種竹 買春賞雨在茅屋
醉時臥倒杏花邊 怕聽鶯兒驚夢熟
蘇東坡，宋代文學家、詩畫家，在詩詞字畫中皆有卓越成就，被列入唐宋八大家。但仕途坎坷，曾多次被貶謫，亦曾來過廣東省惠州等地。晚年北還，歸隱，寄情於山水、詩詞、字畫。
[A2-2]黃大仙算命解籤詩：
靈籤描寫東坡歸隱的清雅生活：為了幽閒，在居所周圍種滿綠竹，把時間都交托給春天，或躲在茅屋里賞雨，或醉後眠在杏花旁邊，安然入夢鄉，最怕被黃鶯的歌聲吵醒。此乃安逸之象。轉載自算命眼
黃大仙算命解運勢：
名與利，莫貪取，行阻遲，病漸愈，問六甲，必生女
蚕與畜，微有利，問婚姻，少合意，宅平常，修德美
[A3]流年：並非十全十美，但也快活無愁。
[B]事業：工作愉快，事業無大發展。
[C]財富：衣食豊足，宜置業安居。
[D]自身：安樂，但要戒多言。
[E]家庭：家中有喜事，如生女，更好景。
[F]姻緣：夫妻或情侶之間，常有耍花槍式的小爭吵。
[G]移居：靈籤暗示旅游運很好，出入須防財物損失。
[H]名譽：不要爭於表現自己，讓別人慢慢發現您的好處。
[I]健康：身體會比去年較好，吃多些，睡多些。
[J]友誼：朋情廣闊，應酬較多，小心口舌是非。
[K]風水：美中微有。
[L]遺失：靈籤暗示小人頗難測。
[M]自身：安樂防口舌。
[N]天時：世事無全美。
[P]出行：防小人口舌。"
"15","第十五靈籤：明皇游月殿","[A1]求籤吉凶：上吉靈籤","[A2-1]算命籤詩：
仙槎一葉泛中流 月殿蟾宮任爾游
盈耳霓裳聲暫歇 酒詩吟飲幾時休
唐明皇，即玄宗李隆基，初登基時，整頓弊政，國民經濟得以發展，歷史上稱為「開元之治」，可惜後來耽於安逸，與楊貴妃風流快活，任由寵臣貪污舞弊，惹出「安史之亂」。
[A2-2]黃大仙算命解籤詩：
此靈籤只道繁華快活之象，唐明皇得一葉仙舟，扶搖直上九霄，遨游月宮，仙樂飄飄處處聞，傳說中，「霓裳羽衣曲」就因此而得，詩酒歌舞，無止無休。
求得此靈籤，雖有大吉大利之象，萬事如意，但要警惕勿太沉迷酒色安樂。轉載自算命眼
黃大仙算命解運勢：
病即安，蚕造勝，行人回，婚宜定，孕生男，家道盛
凡謀事，多吉慶，名與利，求則應，養畜生，有佳景
[A3]流年：好好把握這一年光陰，勿蹉跎歲月。
[B]事業：因得天時，謀事頗為順利。
[C]財富：錢財有極可觀的收入，偏財亦不俗。
[D]自身：快活無愁，但入秋後要多加自律。
[E]家庭：和睦幸福，有多宗值得慶祝的事。
[F]姻緣：夫妻感情更上一層樓。情侶可選秋季結婚。
[G]移居：極有移民機會，一切如有神助。
[H]名譽：功名有成就。但要避免桃色事件。
[I]健康：身壯力健，多運動，為未來健康打好基礎。
[J]友誼：貴人特多，而且有異性貴人，宜多結識事業上的良友。
[K]風水：靈籤暗示發財兼發丁。
[L]遺失：不久自然得。
[M]自身：平安又壯健。
[N]天時：萬事俱得利。
[P]出行：往來皆快意。"
"16","第十六靈籤：皇叔遇水鏡","[A1]求籤吉凶：中吉靈籤","[A2-1]算命籤詩：
天邊鴉背夕陽回 隴外兒童跨犢來
羌笛頻吹聲切耳 短長腔調樂何哉
劉皇叔，即劉備，偶遇水鏡先生，當時正值夕陽西下，天邊的群鴉紛紛回巢。山崗外，傳來了陣陣的笛子聲，原來是牧童騎著牛犢，優哉悠哉的返家。
牧笛的調子，忽長忽短，忽高忽低，很自由，很諧和，充滿了快樂。
[A2-2]黃大仙算命解籤詩：
日落山岡時候，天邊之鴉鵲歸巢，郊外的牧牛童子，亦騎牛而歸家，一路上吹得竹笛之聲充滿耳，此童子甚快樂也。
求得此靈籤者，既有快樂無求之意，又有大器晚成之象，凡事盡力而為，得失無愧於心，則凡事平穩無礙，不用憂心。即所謂盡人事，順天命，明天會更好。轉載自算命眼
黃大仙算命解運勢：
名與利，在晚成，婚可合，孕無驚，問行人，有歸程
若養蚕，晚造勝，問疾病，保安寧，謀望者，合心情
[A3]流年：無風無險，但有高潮低潮，運程成波浪形向好處走。
[B]事業：非困難重重，無太大成就，不斷努力，年尾會有收獲。
[C]財富：財運平平，宜節儉積蓄。
[D]自身：最宜為未來做一些實際工作。
[E]家庭：要敬愛老人家，這會增加福祚。
[F]姻緣：對配偶不要挑剔羅唆。未婚者不宜太早結婚。
[G]移居：移民運平平，年內亦不宜遷居。必要時就只有選在年尾。
[H]名譽：切戒年少氣盛，成名多在四十歲之後。
[I]健康：這方面絕對無大問題。
[J]友誼：靈籤暗示不要巴結權勢，宜在同輩中尋知已。
[K]風水：平穩亦無。
[L]遺失：細查亦可得。
[M]自身：平安無病來。
[N]天時：晴和如人意。
[P]出行：歸結有可喜。"
"17","第十七靈籤：月下追賢","[A1]求籤吉凶：中吉靈籤","[A2-1]算命籤詩：
秋水蒹葭白露盈 盈庭月色浸階清
清風吹動馬鈴響 響接晨鐘不斷聲
蕭何月下追賢，是漢代一個挽留人才的真實故事。蕭何佐輔劉邦建立帝業，名將韓信投靠劉邦，未獲重用，夤夜馳歸，蕭何知道後，立即策馬在月光下追韓信，曉以大義，勸其回心轉意，同建漢朝。
[A2-2]黃大仙算命解籤詩：
秋水蒹葭白露盈這兩句，是寫秋景，蒹葭，是荻草與蘆葦，凝結了霜露，月色滿階。轉載自算命眼
接著是清風中的馬鈴聲，然後是天亮的晨鐘聲，示意追得韓信回。此靈籤有失而復得，人盡其材之意。
黃大仙算命解運勢：
名可望，財不大，婚亦宜，病無害，蚕與畜，亦無礙
宅平常，行無阻，問六甲，求神助，謀望者，謹慎可
[A3]流年：年初平平，秋後會遇上賞識自己的貴人。
[B]事業：有表現自己才幹的機會，可考慮轉職。
[C]財富：正財不大，但偏財不俗，可在兼職中多動腦筋。
[D]自身：平安無大礙，不過，鋒芒不要盡露。
[E]家庭：家宅亦無不妥，切勿斤斤計較。
[F]姻緣：可能會出現茶杯里的風波，吃乾醋。
[G]移居：搬遷和移居外國，都有很好的機會。
[H]名譽：無謂追求浮名，多做實際工作。
[I]健康：雖無大礙，但要學習養氣養生。
[J]友誼：靈籤暗示可以遇上好知已。
[K]風水：平局皆無。
[L]遺失：尋之亦可得。
[M]自身：修善遇平安。
[N]天時：平常便可喜。
[P]出行：無補亦無傷。"
"18","第十八靈籤：杜鵑泣血動客心","[A1]求籤吉凶：下下靈籤","[A2-1]算命籤詩：
杜鵑啼血淚悲聲 聲怨霜寒夢乍驚
驚動異鄉為異客 客心更觸故園情
杜鵑，相傳為蜀帝杜宇所化，在「十三州志中」有這樣的記載：當七國稱王，獨杜宇稱帝於蜀，曰望帝。後來望帝委派一位叫做鱉冷的臣子去巫山治水而成功，望帝自覺才德不及鱉冷，乃委國鱉冷遂自亡去，化為子規。轉載自算命眼
[A2-2]黃大仙算命解籤詩：
子規，就是杜鵑。而杜鵑思念家國，聲聲啼泣，眼淚化成杜鵑花。異鄉客人，寒夜中被杜鵑啼聲驚醒，更加觸發鄉思。
此靈籤雖為下下，但小心謹慎，可逢凶化吉。
黃大仙算命解運勢：
蚕與畜，有損傷，孕有驚，婚不良，財難得，宅有殃
行人遠，未回鄉，問疾病，宜禱禳，若謀望，總不詳
[A3]流年：年內運程可能有較大反覆，特別是在春、秋兩季。
[B]事業：無大起色，打工比當老板好過一點。
[C]財富：求財難，更絕對無偏財，勿染指賭博。
[D]自身：多做事，少說話，慎防禍從口出。
[E]家庭：家人有別離之象，小心年老的病人。
[F]姻緣：爭吵頻繁，越吵運程越差。盡量忍。
[G]移居：即使可以移民移居，新環境亦不太好。
[H]名譽：易犯官非，切戒爭斗，否則身敗名裂。
[I]健康：病痛較多，特別留意心、肺、眼睛。
[J]友誼：在逆境認識真正的朋友。
[K]風水：靈籤暗示恐有損丁財。
[L]遺失：追尋亦難得。
[M]自身：運滯當要防。
[N]天時：風色多不美。
[P]出行：往來皆可憂。"
"19","第十九靈籤：伏羲畫八卦","[A1]求籤吉凶：中吉靈籤","[A2-1]算命籤詩：
乾卦三連號太陽 潛龍勿用第一章
其中爻象能參透 百福駢臻大吉昌
伏羲，即太昊，八卦的圖象，為他所創畫，並教化人民捕魚畜牧，改善生活。而八卦第一章，是乾卦，三連划，屬太陽，純陽無陰，唯智者不取。
[A2-2]黃大仙算命解籤詩：
求取此靈籤者，如果能領悟到其中爻象的道理，萬事順昌。純陽易傷的道理，隨時都發生在身邊，譬如做人怕蝕底，做一偏激，誰人敢與你合作。
凡事要看透各方面，不能死牛一面頸。光靠蠻、惡、霸氣者，終於會失敗。轉載自算命眼
黃大仙算命解運勢：
孕生女，病宜禱，名與利，遲乃到，蚕與婚，謹慎好
行人遲，歸有路，若謀望，勿輕躁，宅平常，積善補
[A3]流年﹔四季皆有小運，要順勢而知所進退。
[B]事業：開始時不大順利，需要耐力。
[C]財富：求財亦是先苦後甜格局。
[D]自身：平穩，但切勿意氣用事。
[E]家庭：家中宜營造一種良好的溝通氣氛。
[F]姻緣：對於配偶或情侶，要檢點一言一行，勿積怨。
[G]移居：可選擇近海或山之陰處，以調和陽剛之氣。
[H]名譽：戒浮夸輕狂，切勿出口傷人。
[I]健康：多吃新鮮蔬果，少飲酒，少食煎炸食物。
[J]友誼：當您沉得住氣，心境平和時，會有貴人接近。
[K]風水：壞處當更改。
[L]遺失：靈籤暗示求之勿心急。
[M]自身：和平無病生。
[N]天時：風雨及時宜。
[P]出行：火氣勿太猛。"
"20","第二十靈籤：雪梅招親","[A1]求籤吉凶：中平靈籤","[A2-1]算命籤詩：
天上仙花難問種 人間塵事幾多更
前程已注公私簿 罰賞分明濁與清
雪梅，是古時安南國公主。征聯招親。其上聯是「太極殿前三尺雪」，其國內竟無人識對。廣東有一位叫做黃華貴的，福至心靈，以「廣寒宮里一枝梅」對通，被招為附馬。
[A2-2]黃大仙算命解籤詩：
靈籤意是：天上廣寒宮里的這枝仙花，別問是誰種的，落得凡間，人事已經變更了。每個人的命運，已由上天注定，善惡到頭終有報應的。轉載自算命眼
黃大仙算命解運勢：
名與利，附之命，病審醫，婚未定，宅平安，要修省
孕與蚕，作福吉，行欲歸，難定日，若謀望，修善得
求得此靈籤，宜多種善作福，順應天時。
[A3]流年：年尾比年初好，因征聯中，最末二家為雪與梅。
[B]事業：寶物沉歸底，挨苦在先，享福在後。
[C]財富：命中有時終須有，命中無時莫強求。
[D]自身：靈籤暗示個人的禍福，是自己言行的報應。
[E]家庭：夫妻應相敬如賓，和氣生財。
[F]姻緣：靈籤暗示良緣天賜，尊重對方，會生活得更愉快。
[G]移居：有南移之象，可考慮往東南方發展。
[H]名譽：命中有功名，但會隨心朮增益或虧損。
[I]健康：年中會有小病，要小心求醫，勿亂自服。
[J]友誼：會結交意想不到的朋友，特別是異性朋友。
[K]風水：全憑心地發。
[L]遺失：求之終可得。
[M]自身：靈籤暗示禍福自己求。
[N]天時：隨我意轉移。
[P]出行：如修善可去。"
"21","第二十一靈籤：武則天賞花","[A1]求籤吉凶：中吉靈籤","[A2-1]算命籤詩：
天外紅霞如抹錦 檻邊桃杏斗新妝
盈眸煙熳誰居首 美酒頻斟且酌量
武則天，唐朝的女皇帝，是歷史上一個傳奇女子，在位時曾於冬殘春未到時，要欣賞百花，令百花仙子限時爭妍斗麗，還親自擊鼓催花。
[A2-2]黃大仙算命解籤詩：
這支靈籤是描述當時賞花情況，天邊的紅霞如織錦，門外的桃花杏花在爭艷，一邊品評著哪種花最美麗，一邊飲著美酒，真是人生樂事。轉載自算命眼
求得此靈籤，可望富貴平安。凡事有吉無凶，並必有意外財收獲也。若問自身之事，更可丁財兩發，諸事平穩之象也。
黃大仙算命解運勢：
名與利，莫躁求，行漸至，病漸癒，約婚綏，孕無憂
蚕與畜，要仔細，若謀望，躁則敝，宅將興，修善貴
[A3]流年：立春後，即有一番好景。其余日子，吉多凶少。
[B]事業：有意想不到的收獲，宜把握時機。
[C]財富：求財在春、冬二季較易，偏財亦不錯。
[D]自身：靈籤暗示要怡情養性，戒驕戒躁。
[E]家庭：家運開始轉好，漸入佳境。
[F]姻緣：宜在春天訂婚，初冬結婚。
[G]移居：移民的機會增大，留在目前的環境亦有新作為。
[H]名譽：切勿強求虛名，欲速反不達。
[I]健康：注意休息，凡事量力而為。
[J]友誼：朋情廣，應酬多，貴人亦多。
[K]風水：靈籤暗示小小發丁財。
[L]遺失：不久亦可得。
[M]自身：身體亦平安。
[N]天時：晴必多於雨。
[P]出行：子細亦有利。"
"22","第二十二靈籤：陳妙嫦思春","[A1]求籤吉凶：下下靈籤","[A2-1]算命籤詩：
秋水伊人各一方 天南地北恨偏長
相思試問憑誰寄 不盡淒涼枉斷腸
陳妙嫦，即陳姑，削發為尼後，凡心未息，常常思念以前的戀人。此為下下靈籤。
[A2-2]黃大仙算命解籤詩：
求得此靈籤，一來景況淒涼，二來因缺乏定力，患得患失，舉棋不定，難免一事無成。轉載自算命眼
秋水伊人，天南地北，各處一方，此恨綿綿無盡，滿腹相思，憑誰寄語，說不盡的淒涼，枉自痛斷肝腸。字字傷心。宜多作善福，有貴人扶持，才能出生天。
黃大仙算命解運勢：
孕不吉，病擇醫，宅蹇滯，行人遲，蚕與畜，費心機
名利無，婚不宜，若謀望，要待時，凡有事，當禱祈
[A3]流年：不太如意，阻滯多多。
[B]事業：若不專心致力於一事，就無所成就。
[C]財富：靈籤暗示小心破財。
[D]自身：勞心又勞力，終日營營役役，皆因未立大志。
[E]家庭：夫妻若互不信任，則家無寧日。
[F]姻緣：情人有分離之象，不宜嫁娶。
[G]移居：一動不如一靜，此心安處是吾鄉。
[H]名譽：切忌婚外情，勿戀已婚夫婦。
[I]健康：身體多病，皆因凡事看不開。
[J]友誼：小人從中作梗，有事應多找朋友商量。
[K]風水：運滯未能發。
[L]遺失：阻隔尋不得。
[M]自身：勞心未平安。
[N]天時：多不如人意。
[P]出行：去之必不利。"
"23","第二十三靈籤：盧生夢","[A1]求籤吉凶：中平靈籤","[A2-1]算命籤詩：
邯鄲一夢幻無邊 數載身榮是熟眠
換卻錦衣歸故里 睡醒還記在心田
邯鄲幻夢，即是黃粱美夢。故事發生在唐朝，有一個，叫盧生，在邯鄲旅店投宿，遇一姓呂道人，給他一個枕頭，睡在上面，發了一夢，享了幾十年繁華。夢醒時肚餓極，店主鍋中的黃梁還未煮熟呢。
[A2-2]黃大仙算命解籤詩：
這支靈籤提醒人們別相信幻象，要腳踏實地，欲想衣錦榮歸而又不是發白日夢，就要腳踏實地。轉載自算命眼
同時，亦有暗示，不要受騙，小心別人的甜言蜜語，糖衣炮彈。
黃大仙算命解運勢：
名與利，似虛花，婚不成，孕亦假，宅平常，行人賒
蚕小利，病未癒，謀望凶，徒咨嗟，速修善，實榮華
[A3]流年：年內有不少機會，宜好好把握。
[B]事業：大起大落，成拉據戰形勢。務實，堅忍，有好結果。
[C]財富：較難有積蓄，盡量節省無必要的花費。
[D]自身：不要被小小成功而沖昏頭腦。
[E]家庭：婚外的誘惑，會使您的運氣更壞。
[F]姻緣：戀愛像霧又像花，好好的，忽然又散了。
[G]移居：辛辛苦苦做的計划，忽然間遇上大阻力。
[H]名譽：克制虛榮心，學習贊美別人，會令自己謙遜。
[I]健康：男性易患神經衰弱，女性易患暗病。
[J]友誼：朋友口頭講得好，但沒有太多實質幫助。
[K]風水：靈籤暗示無空有局。
[L]遺失：尋之空費力。
[M]自身：暗病恐有之。
[N]天時：似好而實非。
[P]出行：得之恐復失。"
"24","第二十四靈籤：白居易歸隱","[A1]求籤吉凶：下下靈籤","[A2-1]算命籤詩：
詩酒琴棋可解愁 座中無客樂難休
或彈或唱誰知美 冷飲雖多亦是憂
白居易，唐朝大詩人。才情絕倫，但官運並不亨通，這支籤的意景，在白居易著名作品琵琶行中亦有出現過，「其間日暮聞何物，杜鵑啼血猿哀鳴。」
[A2-2]黃大仙算命解籤詩：
春江花朝秋月夜，往往取酒還獨傾。詩酒琴棋當然可以解愁，但是無伴，又怎能行樂呢？自彈自唱誰來欣賞？獨自飲酒，既冷淡又哀愁。轉載自算命眼
此乃下下靈籤，宜多修身。雖處於順境，而未免有憂愁，急宜廣結善緣，務使善與人同。則應求多而無憂愁矣，蓋此靈籤凶多而吉少，宜在社壇作福吉。
黃大仙算命解運勢：
財與貴，忌貪謀，孕不吉，婚莫求，行人滯，病未癒
問謀望，恐惹愁，蚕與畜，亦可憂，論家宅，德宜修
[A3]流年：事運多阻滯，尤其在秋季。
[B]事業：小人特別多，而自己的計划，也要檢討是否過於保守。
[C]財富：勿吝嗇錢財，好好享受一下，最好與別人分享。
[D]自身：本來個人運程已稍差，再加上意志消沉，就更壞了。
[E]家庭：試試對家中親人展開笑顏，家運會好一些。
[F]姻緣：在改變處事做人的消極態度之前，追求異性多不能成功。
[G]移居：有搬遷及移民的機會，但新環境亦未必如意。
[H]名譽：人際關系搞不好，最好能嘗試改變形象。
[I]健康：常有小病，秋天防大病。
[J]友誼：要沖出自我的封鎖，擴大社交圈子。
[K]風水：砂水不灣抱。
[L]遺失：尋之無人力。
[M]自身：修善免憂愁。
[N]天時：無雨亦可憂。
[P]出行：去之惹禍愁。"
"25","第二十五靈籤：朱洪武登基","[A1]求籤吉凶：上吉靈籤","[A2-1]算命籤詩：
群山擾擾朝中岳 有似與臣列鵲班
拱立兩行齊整肅 自居此地豈無歡
朱洪武，明太祖朱無璋，少年時曾在皇覺寺出家。幼時家貧，放牛以補家計，曾與一群牧童登上嵩山說：他日我若為皇帝，群臣就像群山一樣，向我拱立朝拜。
後來朱無璋建立明朝，果然尊五岳為神。五岳：東岳泰山、南岳衡山、西岳華山、北岳恆山、中岳嵩山。
[A2-2]黃大仙算命解籤詩：
此靈籤有位高得意之象，群山紛紛向中岳朝拜，好象臣子列班，整齊又嚴肅，居此位置，怎能不開心呢？若求得此靈籤者。必得事事如意，步步高昇也。 轉載自算命眼
黃大仙算命解運勢：
名與利，求必應，病遇醫，藥有靈，行人回，家道盛
孕生男，婚可訂，畜與蚕，造造勝，問謀望，往有慶
[A3]流年：大吉大利，多年的願望極可能在最近實現。
[B]事業：更上一層樓，做生意會有新發展，做工的將會升職。
[C]財富：財運很好，而且有多條財路。
[D]自身：事事順意，貴人多。
[E]家庭：家庭多快樂，小心勿沾婚外情。今年有添丁機會。
[F]姻緣：今年最適合結婚。
[G]移居：東南西北，四方皆有好出路。
[H]名譽：能幫助別人，將會得到更大善果。
[I]健康：即使有小病，立等可除。
[J]友誼：可望結交另一個層面的新朋友。
[K]風水：靈籤暗示此地必發貴。
[L]遺失：求之可以得。
[M]自身：積善大吉昌。
[N]天時：風雨皆應期。
[P]出行：處處有貴人。"
"26","第二十六靈籤：徐庶歸家","[A1]求籤吉凶：中平靈籤","[A2-1]算命籤詩：
花彩遲遲侵砌上 遙知月鏡挂長空
忽聞鶴唳聲淒切 早買歸舟返里中
徐庶，三國時代一個杰出的政治家、軍事家，與孔明是好朋友。本來，徐庶是有心輔佐劉備建立帝業的，但曹操卻利用徐庶母親來作為人質，使徐庶改變初衷，返回家鄉，落入曹操手中。
[A2-2]黃大仙算命解籤詩：
徐庶離開劉備時，走馬薦諸葛亮，極力推崇孔明。徐庶歸家後，被徐母大罵他上了曹操的當。孝義兩難存，徐庶在曹操手下做官，始終是身在曹營心在漢。轉載自算命眼
此靈籤是描述徐庶被曹操放假後，思念母親，歸家心切之情。此靈籤吉中有凶，但逢凶亦可以化吉，知趨避便無礙，宜防小人是非口舌。
黃大仙算命解運勢：
一見凶，即收手，謀望事，看時勢，早修功，遲必敝
有病者，早積功，問家宅，亦相同，行將歸，孕有驚
[A3]流年：上半年不錯，但下半年就逐漸走下坡。
[B]事業：工作和生意都算過得去，但常有不愉快的事發生。
[C]財富：正財運有，但不太大。投資賭博要小心。
[D]自身：檢點一言一行，使上半年運更好，下半年運不算太差。
[E]家庭：家中的老人，可能會生病。亦不宜今年生育。
[F]姻緣：靈籤暗示最好將婚期押後至明年。
[G]移居：有移居的機會，有意者，宜把握。
[H]名譽：不喜歡浮名的，名譽找上門來。刻意追求的，卻得不到。
[I]健康：四肢五臟無大礙，但容易精神緊張。
[J]友誼：有助朋友成功的運氣，何不珍惜這機會？
[K]風水：靈籤暗示見凶即要避。
[L]遺失：難得莫強求。
[M]自身：修善可安身。
[N]天時：好不能到尾。
[P]出行：到底要知機。"
"27","第二十七靈籤：越王復國","[A1]求籤吉凶：中平靈籤","[A2-1]算命籤詩：
天晴粉蝶翻衣晒 又看庭前蟻陣排
隊伍整齊趨或退 時開時合思何佳
這支籤，用蝶蟻知時，來比喻越王勾踐復國的苦心和知機，凡事要順時順勢，順其自然，則較易成功。天晴時，粉蝶就會把被雨露沾濕的衣服來晾晒。轉載自算命眼
當天氣炎熱，暴風雨來臨之前，螞蟻就會排列成行，整齊地前進或後退，隊形時開時合。
[A2-2]黃大仙算命解籤詩：
人與物同，各得其意，便是快活。求得此靈籤者，自己不妨仔細思考其中哲理，可以得到莫大的啟示。
黃大仙算命解運勢：
財微有，宅平常，婚可合，孕無妨，蚕與畜，亦無傷
病可醫，行歸遲，問謀望，要觀時，進與退，要知機
[A3]流年：較為平穩，但入冬要提防小人。
[B]事業：知所進退，不宜做得太過。
[C]財富：每一個錢都是勤勞所得，莫貪橫財。
[D]自身：心安理得，平安。
[E]家庭：家運在融洽祥和氣氛下，向更好處上升。
[F]姻緣：可能有多個選擇，寧取踏實勤奮的。
[G]移居：遷移的運勢很強，可小心進行。
[H]名譽：在點滴進取中，獲得他人尊敬。
[I]健康：無大礙，四季注意湯水補養，更佳。
[J]友誼：很容易找到志同道合者。
[K]風水：靈籤暗示平穩無防。
[L]遺失：或可以尋得。
[M]自身：出入亦平安。
[N]天時：風雨合人意。
[P]出行：去之亦無防。"
