id,title,summary,content
22,Divine Omen No. 22,"Divine Omen No. 22: Chen Miaochang Longs for Spring
Omen Fortune: Very Inauspicious Omen

Divine Omen Poem:
Autumn waters and beautiful people in different places,
South of heaven, north of earth, hatred grows long.
Lovesickness, try asking who to rely on for messages,
Endless desolation, vainly breaking hearts.

Historical Context:
Chen Miaochang, also known as Chen Gu, after shaving her head to become a nun, her worldly heart had not ceased, often missing her former lover. This is a very inauspicious omen.

Divine Fortune Interpretation:
Obtaining this divine omen, firstly the situation is desolate, secondly due to lack of determination, worrying about gains and losses, indecisive, inevitably achieving nothing.

Autumn waters and beautiful people, south of heaven and north of earth, each in different places, this hatred endless, full of lovesickness, who to rely on for messages, endless desolation, vainly breaking hearts. Every word is heartbreaking. Should do more good deeds and accumulate blessings, with noble patrons' support, can escape difficulties.

Fortune Forecast:

Success: Pregnancy inauspicious, illness requires choosing doctors carefully, household stagnant, travelers delayed, silkworms and livestock require much effort.

Personal: No fame or profit, marriage unsuitable, all plans and hopes must wait for the right time, all matters require prayers.

Annual Fortune: Not very satisfactory, many obstacles.

Career: If not focused and dedicated to one thing, will achieve nothing.

Wealth: The omen suggests beware of financial losses.

Personal Well-being: Laboring both heart and body, busy all day, all because no great ambition established.

Family: If husband and wife don't trust each other, home has no peace.

Romance: Lovers show signs of separation, not suitable for marriage.

Relocation: Action not as good as stillness, where the heart is at peace is my homeland.

Reputation: Must avoid extramarital affairs, don't fall for married couples.

Health: Body has many illnesses, all because can't see through worldly matters.

Friendship: Petty people create obstacles, when there are matters should discuss more with friends.

Feng Shui: Stagnant fortune cannot prosper.

Lost Items: Obstacles prevent finding.

Personal Fortune: Laboring heart brings no peace.

Weather: Mostly unsatisfactory.

Travel: Going brings no benefits.",
23,Divine Omen No. 23,"Divine Omen No. 23: Lu Sheng's Dream
Omen Fortune: Neutral Omen

Divine Omen Poem:
Handan dream, illusions boundless,
Several years of glory in deep sleep.
Changed brocade clothes, returned to homeland,
Waking up, still remembered in heart.

Historical Context:
The Handan dream is the Yellow Millet Dream. The story occurred in the Tang Dynasty. There was a man named Lu Sheng who stayed at a Handan inn and met a Taoist named L? who gave him a pillow. Sleeping on it, he had a dream enjoying several decades of prosperity. When he woke up, he was extremely hungry, and the yellow millet in the innkeeper's pot was not yet cooked.

Divine Fortune Interpretation:
This divine omen reminds people not to believe illusions, to be down-to-earth. To want to return home in glory without having daydreams, one must be practical.

At the same time, it also suggests not to be deceived, beware of others' sweet talk and sugar-coated bullets.

Fortune Forecast:

Success: Fame and profit like false flowers, marriage unsuccessful, pregnancy also false, household average, travelers delayed.

Personal: Silkworms bring small profit, illness not yet cured, all plans and hopes bring misfortune, vain sighs, quickly cultivate goodness for real glory.

Annual Fortune: Many opportunities within the year, should grasp them well.

Career: Major ups and downs, tug-of-war situation. Be practical, persevering, brings good results.

Wealth: Difficult to have savings, try to save unnecessary expenses.

Personal Well-being: Don't let small successes go to your head.

Family: Extramarital temptations will make your fortune worse.

Romance: Love is like fog and flowers, good one moment, suddenly scattered the next.

Relocation: Plans made with great effort suddenly meet major obstacles.

Reputation: Control vanity, learn to praise others, will make oneself humble.

Health: Men prone to neurasthenia, women prone to hidden illnesses.

Friendship: Friends speak well but don't provide much substantial help.

Feng Shui: The omen suggests empty without substance.

Lost Items: Searching wastes effort.

Personal Fortune: Hidden illnesses may exist.

Weather: Seems good but actually not.

Travel: What's gained may be lost again.",
24,Divine Omen No. 24,"Divine Omen No. 24: Bai Juyi Returns to Seclusion
Omen Fortune: Very Inauspicious Omen

Divine Omen Poem:
Poetry, wine, qin, and chess can dispel sorrow,
No guests at the table, joy difficult to cease.
Playing or singing, who knows the beauty?
Cold drinks though many, still bring worry.

Historical Context:
Bai Juyi was a great Tang Dynasty poet. His talent was extraordinary, but his official career was not smooth. The scene in this omen also appears in Bai Juyi's famous work ""Song of the Pipa"": ""What do I hear at dusk? Cuckoos crying blood and apes wailing mournfully.""

Divine Fortune Interpretation:
Spring river, flower morning, autumn moon night, often taking wine to drink alone. Poetry, wine, qin, and chess can certainly dispel sorrow, but without companions, how can one enjoy? Playing and singing alone, who appreciates? Drinking alone, both cold and sorrowful.

This is a very inauspicious omen, should cultivate oneself more. Though in favorable circumstances, cannot avoid sorrow, urgently should make good connections, ensure goodness shared with others. Then will have many requests without sorrow. This omen has more misfortune than good fortune, should do good deeds at community altars.

Fortune Forecast:

Success: Wealth and nobility, avoid greed and scheming, pregnancy inauspicious, marriage don't seek, travelers stagnant, illness not yet cured.

Personal: All plans and hopes may bring sorrow, silkworms and livestock also bring worry, household requires cultivating virtue.

Annual Fortune: Career fortune has many obstacles, especially in autumn.

Career: Many petty people, and one's own plans should also review if too conservative.

Wealth: Don't be stingy with money, enjoy properly, best to share with others.

Personal Well-being: Originally personal fortune already slightly poor, plus low spirits, makes it worse.

Family: Try showing smiles to family members, family fortune will improve.

Romance: Before changing negative attitudes in handling matters and relationships, pursuing the opposite sex mostly cannot succeed.

Relocation: Opportunities for moving and immigration, but new environment may not be satisfactory.

Reputation: Interpersonal relationships not good, best to try changing image.

Health: Often have minor illnesses, autumn beware of serious illness.

Friendship: Must break out of self-isolation, expand social circles.

Feng Shui: Sand and water don't embrace.

Lost Items: Searching brings no human help.

Personal Fortune: Cultivating goodness avoids sorrow.

Weather: No rain also brings worry.

Travel: Going brings disaster and sorrow.",
25,Divine Omen No. 25,"Divine Omen No. 25: Zhu Hongwu Ascends the Throne
Omen Fortune: Very Auspicious Omen

Divine Omen Poem:
Mountains crowd toward the central peak,
Like ministers lining up in court.
Standing respectfully in two neat rows,
Living in this position, how can one not be joyful?

Historical Context:
Zhu Hongwu, Emperor Taizu of Ming Zhu Yuanzhang, in his youth became a monk at Huangjue Temple. In childhood, his family was poor, he herded cattle to supplement family income. Once with a group of shepherd boys, he climbed Mount Song and said: ""If one day I become emperor, my ministers will be like mountains, standing respectfully and paying homage to me.""

Later, Zhu Yuanzhang established the Ming Dynasty and indeed honored the Five Sacred Mountains as deities. The Five Sacred Mountains: Eastern Mount Tai, Southern Mount Heng, Western Mount Hua, Northern Mount Heng, and Central Mount Song.

Divine Fortune Interpretation:
This divine omen shows signs of high position and satisfaction. Mountains crowd toward the central peak to pay homage, like ministers lining up in court, neat and solemn. Living in this position, how can one not be happy? Those who obtain this divine omen will definitely have everything go according to their wishes and rise step by step.

Fortune Forecast:

Success: Fame and profit, obtained when sought, illness meets doctors, medicine effective, travelers return, family prosperous.

Personal: Pregnancy brings sons, marriage can be settled, livestock and silkworms, every harvest victorious, all plans and hopes bring celebration.

Annual Fortune: Very auspicious, long-held wishes very likely to be realized recently.

Career: Reaching higher levels, business will have new developments, workers will be promoted.

Wealth: Wealth fortune very good, and has multiple wealth paths.

Personal Well-being: Everything satisfactory, many noble patrons.

Family: Family brings much joy, beware of extramarital affairs. This year has opportunities for adding new members.

Romance: This year most suitable for marriage.

Relocation: East, south, west, north, all four directions have good paths.

Reputation: Being able to help others will bring greater good results.

Health: Even with minor illnesses, can be cured immediately.

Friendship: Can hope to make new friends at another level.

Feng Shui: The omen suggests this place will definitely bring nobility.

Lost Items: Can be found when sought.

Personal Fortune: Accumulating goodness brings great auspiciousness.

Weather: Wind and rain come at appropriate times.

Travel: Noble patrons everywhere.",
26,Divine Omen No. 26,"Divine Omen No. 26: Xu Shu Returns Home
Omen Fortune: Neutral Omen

Divine Omen Poem:
Flower colors slowly invade the steps,
Far knowing the moon mirror hangs in the long sky.
Suddenly hearing crane cries, mournful and sharp,
Early buying return boat to homeland.

Historical Context:
Xu Shu was an outstanding politician and military strategist of the Three Kingdoms period, and a good friend of Kongming (Zhuge Liang). Originally, Xu Shu intended to assist Liu Bei in establishing the imperial enterprise, but Cao Cao used Xu Shu's mother as a hostage, causing Xu Shu to change his original intention and return to his hometown, falling into Cao Cao's hands.

Divine Fortune Interpretation:
When Xu Shu left Liu Bei, he recommended Zhuge Liang on horseback, highly praising Kongming. After Xu Shu returned home, his mother scolded him for falling into Cao Cao's trap. Filial piety and loyalty difficult to maintain, Xu Shu served as an official under Cao Cao, always being physically in Cao's camp but heart with Han.

This divine omen describes Xu Shu's feelings of missing his mother and eagerness to return home after being given leave by Cao Cao. This omen has good fortune with misfortune, but misfortune can also turn to good fortune. Knowing how to advance and retreat brings no obstacles, should beware of petty people's gossip and disputes.

Fortune Forecast:

Success: When seeing misfortune, immediately stop, all plans and hopes, watch the timing, cultivate merit early, delay brings decay.

Personal: Those with illness, accumulate merit early, household matters also the same, about to return, pregnancy brings alarm.

Annual Fortune: First half of year not bad, but second half gradually declines.

Career: Work and business both passable, but often have unpleasant incidents.

Wealth: Legitimate wealth fortune exists, but not very great. Investment and gambling require caution.

Personal Well-being: Examine every word and action, make first half fortune better, second half fortune not too bad.

Family: Elderly at home may become ill. Also not suitable to have children this year.

Romance: The omen suggests best to postpone wedding to next year.

Relocation: Opportunities for relocation, those interested should seize them.

Reputation: Those who don't like empty fame, fame comes to them. Those who deliberately pursue it, cannot obtain it.

Health: Four limbs and five organs no major issues, but prone to mental tension.

Friendship: Fortune to help friends succeed, why not cherish this opportunity?

Feng Shui: The omen suggests when seeing misfortune must avoid.

Lost Items: Difficult to obtain, don't force.

Personal Fortune: Cultivating goodness can bring peace.

Weather: Good cannot last to the end.

Travel: Must know the right timing in the end.",
27,Divine Omen No. 27,"Divine Omen No. 27: King of Yue Restores His Kingdom
Omen Fortune: Neutral Omen

Divine Omen Poem:
Clear sky, powder butterflies turn clothes to dry,
Also seeing ant formations in front of the courtyard.
Teams neat, advancing or retreating,
Sometimes opening, sometimes closing, what good thoughts?

This omen uses butterflies and ants knowing timing to metaphorically describe King Goujian of Yue's painstaking efforts and timing awareness in restoring his kingdom. Everything must follow timing and trends, follow nature, then success is easier. When the sky is clear, powder butterflies will dry clothes wet with rain and dew.

When the weather is hot, before storms arrive, ants will line up in formation, advancing or retreating neatly, formations sometimes opening, sometimes closing.

Divine Fortune Interpretation:
People and things are the same, each getting their meaning, that is happiness. Those who obtain this divine omen should carefully consider the philosophy within, can gain great enlightenment.

Fortune Forecast:

Success: Wealth slightly exists, household average, marriage compatible, pregnancy harmless, silkworms and livestock also without harm.

Personal: Illness curable, travel return delayed, all plans and hopes, must observe timing, advance and retreat, must know the right moment.

Annual Fortune: Relatively stable, but entering winter must beware of petty people.

Career: Know when to advance and retreat, shouldn't do too much.

Wealth: Every penny earned through hard work, don't be greedy for windfalls.

Personal Well-being: Peace of mind, peaceful.

Family: Family fortune rises toward better under harmonious and peaceful atmosphere.

Romance: May have multiple choices, better choose practical and diligent ones.

Relocation: Migration fortune very strong, can proceed carefully.

Reputation: Gain others' respect through gradual progress.

Health: No major issues, pay attention to soup and water nourishment in all seasons, even better.

Friendship: Very easy to find like-minded people.

Feng Shui: The omen suggests stable with no concerns.

Lost Items: May be found.

Personal Fortune: Coming and going also peaceful.

Weather: Wind and rain meet people's wishes.

Travel: Going also brings no harm.",
28,Divine Omen No. 28,"Divine Omen No. 28: Bai Juyi Listens to the Pipa
Omen Fortune: Neutral Omen

Divine Omen Poem:
Boat moored at Xunyang on moonlit night,
A pipa melody moves people to pity.
Lovesickness in two places, who to rely on for messages?
White snow urges people to gray temples.

Historical Context:
Bai Juyi was seeing off guests at night at the head of Xunyang River, and on the boat heard beautiful pipa music. Following the sound to visit, he met a disappointed woman. ""Both are people fallen in distant lands, meeting why must we have known each other before?"" Bai Juyi, moved by his own fallen state and the pipa woman's circumstances, wrote the famous long poem ""Song of the Pipa.""

Divine Fortune Interpretation:
This is another divine omen related to Tang Dynasty poet Bai Juyi, however, this is neutral, while the twenty-fourth omen is very inauspicious. The difference is, the twenty-fourth omen fails due to loneliness; this one is neutral because there is at least momentary joy.

Though this omen has happiness, it's extremely brief, should cultivate oneself and endure. Though no major issues, also no joy, everything also has more misfortune than good fortune.

Fortune Forecast:

Success: No fame and merit, seeking wealth difficult, travel not yet arrived, household difficult, marriage not beautiful women.

Personal: Pregnancy brings daughters, illness slow to cure, silkworms and livestock bring minimal profit, all plans and hopes bring nothing to gain.

Annual Fortune: Within the year though occasionally has small good environments, major fortune not yet opened.

Career: Better to defend than attack, has noble patrons but help not great.

Wealth: This year seeking wealth is more difficult, should try to be frugal.

Personal Well-being: Planning matters, don't talk too much, talking too much brings loss.

Family: Home often has small troubles, carefully resolve, don't let them expand.

Romance: Don't pursue the other's appearance, especially pay attention to their inner world.

Relocation: Going abroad or moving, environments both not ideal, best not to consider for now.

Reputation: The omen suggests no fame and merit to seek.

Health: Minor illnesses and pain will also cause long-term troubles.

Friendship: In adversity, true friendship is discovered.

Feng Shui: Lost fortune cannot prosper.

Lost Items: Even searching brings no recovery.

Personal Fortune: Cultivating goodness brings peace.

Weather: Worldly conditions bring no joy.

Travel: Endings may not be beautiful.",
29,Divine Omen No. 29,"Divine Omen No. 29: Zhang Han Longs for Perch
Omen Fortune: Moderately Auspicious Omen

Divine Omen Poem:
Perch fish made into sashimi, chrysanthemums yellow,
Fine wine fills cups near evening cool.
Boating just at high tide time,
Such beautiful scenery brings endless joy.

Historical Context:
Zhang Han was a native of Wu Commandery in the Jin Dynasty, a man of insight who was once summoned by the King of Qi to serve as Grand Marshal. At that time, the political situation was chaotic, and Zhang Han did not want to be involved in political whirlpools, so he used the excuse of autumn winds rising and missing his hometown's perch fish and chrysanthemums to resign and return to his homeland.

Divine Fortune Interpretation:
Though this divine omen is only moderately auspicious, those who are contented and obtain it will definitely have very pleasant days. Everything is stable without obstacles, bringing peace and joy.

Perch fish made into sashimi (sashimi means raw fish), accompanied by yellow chrysanthemums and fine wine, on an autumn evening with clear air, boating on a lake at high tide. Think about it, such beautiful scenery and delightful pleasures, what sorrows remain?

Fortune Forecast:

Success: Fame attainable, people prosper, marriage compatible, travelers return, pregnancy will bring male child.

Personal: Silkworms and livestock bring beautiful profits, household stable, illness brings no disaster, all plans and hopes, freely choose.

Annual Fortune: Though no great wealth or nobility, excels in peace, especially after autumn even better.

Career: Can advance to attack, retreat to defend, but seek peace of mind.

Wealth: When you're not too deliberate in pursuing it, it quietly comes.

Personal Well-being: Generally stable, even if there are matters, can be resolved after the beginning of autumn.

Family: Family brings harmony and joy, year-end brings joy of adding new members.

Romance: Love fortune very good, emotional progress has delightful breakthroughs.

Relocation: Using reunion as reason will make it easier to obtain immigration rights.

Reputation: Comes naturally, not afraid you don't want it, only afraid you can't refuse it.

Health: Maintain cheerful mood, pay attention to digestive system care.

Friendship: Within this year, many opportunities to joyfully gather with distant relatives and friends.

Feng Shui: The omen suggests both family and wealth are stable.

Lost Items: Will find original items when sought.

Personal Fortune: After autumn also peaceful.

Weather: After autumn even more delightful.

Travel: All journeys smooth.",
30,Divine Omen No. 30,"Divine Omen No. 30: Consort Yang Hangs Herself
Omen Fortune: Very Inauspicious Omen

Divine Omen Poem:
Beauty that topples kingdoms and cities, charming all living beings,
Six palace beauties all nameless.
Soul flies away at the foot of Mawei Mountain,
Until now Emperor Ming's eternal regret.

Historical Context:
Emperor Ming of Tang, because he spent all day enjoying luxury and pleasure with Consort Yang, neglected court affairs, provoking An Lushan's rebellion. The capital was in danger, and the six armies protected the emperor in retreat toward Sichuan. When they reached Mawei Slope, the generals and soldiers suddenly refused to continue, insisting that Emperor Ming first execute Consort Yang.

Under helpless circumstances, a generation's most beautiful woman hanged herself while the emperor covered his face, unable to bear watching.

Divine Fortune Interpretation:
This divine omen is very inauspicious. Those who obtain it can take it as a warning and still avoid misfortune. Because after Consort Yang's death, she met Emperor Ming in heaven. The first two lines of the omen describe Consort Yang's national beauty and heavenly grace, her romantic and proud times. The last two lines describe her eternal longing for Emperor Ming after death.

Fortune Forecast:

Success: Household suffers calamity, seeking wealth difficult, travel doesn't return, illness not yet peaceful, silkworms and livestock all don't arrive.

Personal: Marriage unsuccessful, pregnancy fears miscarriage, all plans and hopes bring misfortune, many obstacles, all matters require prayers.

Annual Fortune: Generally not very good, everything should stop when seeing good.

Career: Must be vigilant everywhere, beware of others and oneself, avoid pride and greed.

Wealth: Difficult to hope for any considerable income, should maintain stability.

Personal Well-being: Often have false good prospects, crisis lurks in happy times, must proceed step by step with caution.

Family: Husband and wife's feelings very good, but when getting along with other family members, must pay attention to behavior.

Romance: Love will face multiple tests, must resist third party temptations.

Relocation: Don't actively move, but must be careful.

Reputation: Beware of scandals damaging your reputation and position.

Health: The omen suggests beware of becoming addicted to wine and women.

Friendship: Easily envied by others, don't show off in front of friends.

Feng Shui: Both family and wealth may decline.

Lost Items: Searching brings no recovery.

Personal Fortune: Stagnant fortune brings real hardship.

Weather: Desolate and truly pitiful.

Travel: Inauspicious and truly difficult to describe.",
31,Divine Omen No. 31,"Divine Omen No. 31: Cai Zhongxing Encounters Danger
Omen Fortune: Very Inauspicious Omen

Divine Omen Poem:
Fierce winds and sudden rain beat the boat's awning,
Peach blossoms by the stream all fall red.
Startling the fisherman from deep spring dreams,
Holding the pole, pushing off, losing direction.

Historical Context:
Cai Zhongxing was a Northern Song Dynasty person who, while serving as an official in Quanzhou, Fujian, built the Luoyang Bridge, doing everything personally. The Luoyang Bridge project was grand, and given the construction technology of that time, it was truly a miracle. Legend says immortals helped.

Divine Fortune Interpretation:
This divine omen describes Cai Zhongxing encountering danger while inspecting the project by boat at night. Fierce winds and sudden rain beat the boat's awning, and peach blossoms by the river were all blown down.

Startling the fisherman on the boat, in the confusion, the water flow was rapid, unable to distinguish north, south, east, or west. This is a very inauspicious omen, fearing signs of danger.

Fortune Forecast:

Success: Wealth scattered, pregnancy brings alarm, household inauspicious, illness not yet peaceful, livestock and silkworms bring light profit.

Personal: Travelers far away, no return journey, marriage cannot succeed, all plans and hopes, don't act recklessly.

Annual Fortune: Has danger, should raise alertness, everything requires concentration.

Career: Often review current work, beware of being caught unprepared.

Wealth: Pattern of wealth dispersion, can actively do public service, accumulate more blessings.

Personal Well-being: Has troubles, prone to legal issues, don't argue with others.

Family: Home will have unsatisfactory matters, must rely more on parents and spouse.

Romance: Love comes to a crossroads, confused and directionless.

Relocation: The omen suggests going out requires caution, must be alert when using transportation.

Reputation: This year must be practical and diligent, avoid showing off.

Health: Usually must strengthen physical constitution, see doctors immediately when ill.

Friendship: Though many friends, when in trouble, can't help much.

Feng Shui: Affected by evil spirits brings damage.

Lost Items: No path to find.

Personal Fortune: Body not often peaceful.

Weather: The omen suggests when disaster comes, should dodge.

Travel: Going brings no benefits.",
32,Divine Omen No. 32,"Divine Omen No. 32: Su Wu Herds Sheep
Omen Fortune: Neutral Omen

Divine Omen Poem:
Nineteen years of hardship on the sea,
Ceremonial staff tattered, scattered in sand and dust.
Eating fur and chewing snow, who pities me?
Only sheep as companions in the flock.

Historical Context:
Su Wu was a loyal minister of the Han Dynasty. Emperor Wu sent him as an envoy to the Xiongnu, where he was detained by the barbarian king Chanyu, who used threats and inducements to make him betray his principles and surrender. Su Wu remained unyielding and was exiled to the North Sea to herd sheep. All the sheep he herded were rams, and the barbarian king ordered that unless he changed his mind or the rams could produce offspring, he would not be released.

Divine Fortune Interpretation:
Su Wu drank snow and ate grass seeds, enduring nineteen years in wind and snow before returning home. He was granted the title of Marquis of Guannei by Emperor Xuan. The omen describes Su Wu's hardship in herding sheep. Nineteen years like one day, daily holding the Han Dynasty's ceremonial staff while herding sheep, finally even the staff's banner was blown away by the wind before he could return home.

Obtaining this divine omen requires establishing a loyal and upright heart, enduring hardship, everything has divine help, misfortune turns to good fortune. With Su Wu's loyalty, he eventually returned to Han as an official. Regarding the omen, everything is extremely difficult, but ultimately goals can be achieved.

Fortune Forecast:

Success: Wealth difficult to obtain, fame not achieved, travel return delayed, household fortune stagnant, all plans and hopes, matters difficult to accomplish.

Personal: Livestock and silkworms require careful attention, pregnancy requires praying to gods, illness requires cultivating goodness to avoid pain.

Annual Fortune: Still struggling in hardship, must have firm will.

Career: Whether starting or maintaining business, don't be influenced by external factors.

Wealth: Seeking wealth very difficult, must persevere.

Personal Well-being: Endure everything, do more good deeds, do more public virtue.

Family: Family fortune has many obstacles, beware of petty people creating interference.

Romance: This is a year when love faces severe tests. Marriage matters wait until after this winter.

Relocation: Opportunities for moving, going south better than going north.

Reputation: Great vessels mature late, don't pursue quick success and immediate profit.

Health: The omen suggests often have minor illnesses, but no major harm.

Friendship: When feeling lonely, might as well actively seek old friends.

Feng Shui: Earth fortune should be stagnant.

Lost Items: Even searching brings difficulty in recovery.

Personal Fortune: Doing good deeds can avoid illness.

Weather: The omen suggests worry and labor may not cease.

Travel: Going brings no benefits.",
33,Divine Omen No. 33,"Divine Omen No. 33: Kongming Borrows the East Wind
Omen Fortune: Neutral Omen

Divine Omen Poem:
Though Cao Cao has deep schemes and plans,
Wisdom cannot deceive Marquis Zhuge.
See how even the east wind can be borrowed,
Even more, wooden horses can become oxen.

Historical Context:
During the Three Kingdoms period, Kongming (Zhuge Liang) was Liu Bei's military advisor and prime minister. In opposing the treacherous hero Cao Cao, he repeatedly used wisdom and strategy, defeating Cao Cao thoroughly.

Divine Fortune Interpretation:
The omen mentions only two representative works: one is Kongming borrowing the east wind to burn the Red Cliffs; the second is inventing wooden oxen and flowing horses as transportation tools to deliver grain and supplies. Cao Cao had sinister schemes and tricks, but could not overcome Zhuge Liang's wisdom.

Those who obtain this divine omen, no matter the size of matters, must have righteous hearts, never deceive themselves and others, do things openly and honestly, only then can they stay away from petty people. Everything unfavorable, must beware of petty people's gossip and disputes. If establishing an open and honest heart, misfortune can turn to good fortune.

Fortune Forecast:

Success: Household average, wealth difficult to have, silkworms and livestock require careful watching, pregnancy and illness require divine blessing.

Personal: Marriage not my destined match, travelers return requires long delay, all plans and hopes, may be difficult to accomplish.

Annual Fortune: This year's fortune is very special, often has sudden incidents disrupting original plans.

Career: Not very stable, everything must be done personally.

Wealth: Has opportunities for great wealth, but must seize timing, rely on ability and courage to strive for.

Family: Many arguments, must handle fairly and rationally.

Romance: Best not to marry this year, unless both have sufficient confidence.

Relocation: Though has moving opportunities, must be careful with property.

Reputation: In handling matters and treating people, let others discover your wisdom and perseverance.

Health: When ill, don't delay, must find doctors for examination.

Friendship: Among friends, some are not very loyal to you.

Feng Shui: The omen suggests difficult to prosper in family and wealth.

Lost Items: Difficult to recover original items.

Personal Fortune: Slightly not peaceful.

Weather: Difficult to predict heaven's will.

Travel: Also fears unfavorable outcomes.",
34,Divine Omen No. 34,"Divine Omen No. 34: Yu Shun Plows the Fields
Omen Fortune: Moderately Auspicious Omen

Divine Omen Poem:
Great Shun though plows at Mount Li,
Heart always filial to two stubborn parents.
Field elephants same as family elephants,
Good and evil clearly distinguished here.

Historical Context:
Shun was a tribal alliance leader in ancient China. Great Shun is an honorific title.

Divine Fortune Interpretation:
This omen has the meaning of filial piety moving heaven. Great Shun, though plowing fields at Mount Li, was very concerned about his parents at home. Most precious was that these two elderly people were both somewhat stubborn and obstinate, yet Great Shun served his parents most filially.

During Great Shun's work period, the two elderly often argued and required Great Shun to rush home to mediate. Fortunately, the elephants he raised, moved by Great Shun's kindness, were all obedient and helped him plow and handle household chores.

Fortune Forecast:

Success: Silkworms and livestock, goodness brings victory, seeking wealth, goodness brings it, all plans and hopes auspicious, goodness brings success.

Personal: Pregnancy brings joy, caused by goodness, marriage, goodness brings kinship, travel possible, also worth considering.

Annual Fortune: Peace brings many good opportunities.

Career: Do everything to the best of your ability, can consider changing jobs or starting new ventures.

Wealth: Wealth comes naturally, no need to deliberately pursue.

Personal Well-being: Be kind to others, not greedy or delusional, avoid pride and impatience.

Family: Family harmony brings prosperity in all things, should be filial to parents.

Romance: Will find like-minded good companions, this year suitable for marriage.

Relocation: Very good opportunities, and parents can help greatly.

Reputation: Easily gain others' trust and appreciation.

Health: Body should have no major issues, but occasionally has injuries.

Friendship: Happy to help others, others also happy to approach you.

Feng Shui: The omen suggests blessed people leave blessed places.

Lost Items: Should do one's best to search.

Personal Fortune: Accumulating goodness brings peace.

Weather: Heaven blesses the good.

Travel: Going also brings joy.",
35,Divine Omen No. 35,"Divine Omen No. 35: Tang Monk Seeks Scriptures
Omen Fortune: Moderately Auspicious Omen

Divine Omen Poem:
Heaven will bestow great responsibility on this person,
Bones and muscles first labor, that body suffers.
Don't say good prospects come easily,
Poverty and wealth have previous causes.

Historical Context:
Tang Monk, also known as Tang Sanzang, originally surnamed Chen, Dharma name Xuanzang, was a Tang Dynasty eminent monk who went to India to study Buddhist scriptures. After more than ten years, he returned to China and devoted himself entirely to translating scriptures, totaling 1,335 volumes. His arduous story of seeking western scriptures is widely circulated among the people, most popular being ""Journey to the West.""

Divine Fortune Interpretation:
This divine omen shows bitterness first then sweetness, meaning everything requires complete dedication and effort. Heaven wants people to do great things, first must make their bones and muscles labor, heart and mind suffer, even endure hunger. Never think good prospects fall from heaven. Everyone's enjoyment of fortune or suffering poverty today has previous causes.

Fortune Forecast:

Success: Fame and profit, seeking is difficult, silkworms and livestock, do your best to watch, illness gradually improves, marriage has destiny.

Personal: For household matters, must accumulate virtue, all plans and hopes, should carefully choose, travelers difficult to predict.

Annual Fortune: Bitterness first then sweetness, every day has new challenges.

Career: Career-oriented people who obtain this omen can confidently do their best to create great achievements.

Wealth: Don't seek quick success and immediate profit, should have long-term vision, don't be greedy for windfalls.

Personal Well-being: Often have minor setbacks, with steady heart and firm will, can safely pass through.

Family: Families that accumulate goodness have surplus blessings, don't argue over meaningless small matters.

Romance: Meeting destined people, can marry after autumn.

Relocation: Has moving opportunities, better to go west.

Reputation: Real talent and substance, people admire.

Health: More exercise, eat more vegetables and fruits, body better.

Friendship: Might as well expand social circles, great opportunities to interact with foreigners.

Feng Shui: The omen suggests when time comes, naturally prospers.

Lost Items: Should try hard when searching.

Personal Fortune: Cultivating goodness brings peace.

Weather: Abundance and consumption have no fixed schedule.

Travel: Advance and retreat should be cautious.",
36,Divine Omen No. 36,"Divine Omen No. 36: Xue Pinggui Returns Home
Omen Fortune: Moderately Auspicious Omen

Divine Omen Poem:
This matter truly like a boat reaching shore,
Why worry about wind and water not being complete?
Raising head sees the village ahead,
House corners in slanting sun, smoke already faint.

Historical Context:
During the Tang Dynasty, Prime Minister Wang held a silk ball throwing ceremony to seek marriage. Miss Wang Baochuan favored Xue Pinggui, so the silk ball fell on him. However, Prime Minister Wang disliked Pinggui's poverty and had second thoughts.

Fortunately, Baochuan's love was stronger than gold. She preferred to give up wealth and nobility to marry into Pinggui's cold kiln, living together as husband and wife. Soon after marriage, Pinggui joined the army to fight, while Baochuan alone guarded the cold kiln.

Divine Fortune Interpretation:
This divine omen shows Pinggui establishing military merit in the army, returning triumphantly to the kiln, reuniting with his wife Baochuan - the good prospect before the eyes. Current matters are like a boat reaching shore, still worrying about no scenery?

Raising head sees the village houses ahead, rising smoke in the sunset. Heart at peace and happy, carefree and worry-free. Those who obtain this divine omen have everything stable, good fortune without misfortune.

Fortune Forecast:

Success: Fame and profit achieved, both complete, pregnancy without obstacles, illness gradually improves, household blessed, travelers return.

Personal: Silkworms profitable, marriage can be joined, all plans and hopes have opportunities, livestock auspicious, should move forward.

Annual Fortune: From year's beginning to end, fortune gets better day by day.

Career: Set a feasible and ambitious plan, then proceed step by step.

Wealth: Wealth comes naturally, don't worry about occasional small difficulties.

Personal Well-being: Misfortune turns to good fortune, noble patrons everywhere to support.

Family: Husband and wife loving, mutually help each other's fortune.

Romance: Lovers finally become couples, best not to measure the other from economic perspective.

Relocation: Shows signs of birds tired and knowing to return, after immigrating, very likely to return.

Reputation: The omen suggests fame and profit achieved, gaining others' admiration.

Health: Long-troublesome illnesses gradually improve after paying attention to rest.

Friendship: Friends can help each other, have noble patrons of the opposite sex.

Feng Shui: The omen suggests family and wealth gradually come.

Lost Items: Will be found when sought.

Personal Fortune: The omen suggests coming and going both peaceful.

Weather: Both wind and rain meet wishes.

Travel: All journeys bring joy.",
